"","star_results.CbriggsaeAligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep2Aligned.sortedByCoord.out.bam","star_results.Cbriggsae_rep3Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep1Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep2Aligned.sortedByCoord.out.bam","star_results.Cnigoni_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid2_rep3Aligned.sortedByCoord.out.bam","star_results.hybrid_rep1Aligned.sortedByCoord.out.bam","star_results.hybrid_rep2Aligned.sortedByCoord.out.bam","star_results.hybrid_rep3Aligned.sortedByCoord.out.bam"
"WBGene00037523__Cnig_chr_III.g10099",171,110,147,80,70,74,92,160,97,106,43,62
"WBGene00037523__Cni-lron-5",171,110,147,80,70,74,92,160,97,106,43,62
"WBGene00037523__Cni-F10F2.2",171,110,147,80,70,74,92,160,97,106,43,62
"WBGene00037522__Cni-ppm-2",1691,1691,1356,637,560,786,1290,1306,1241,2282,1672,1089
"WBGene00271082__Cni-T23F11.6",28,8,0,0,0,0,0,0,0,0,0,0
"WBGene00037521__Cni-pqn-29",3,0,0,0,18,0,0,0,0,0,10,0
"WBGene00037520__Cni-cdka-1",134,118,76,143,60,88,173,164,108,248,267,32
"WBGene00037519__Cni-T23F11.4",14,20,10,32,10,0,20,20,4,20,24,0
"WBGene00037518__Cnig_chr_III.g10109",0,20,0,0,0,0,0,0,0,0,0,0
"WBGene00037513__Cnig_chr_III.g10110",0,2,10,0,0,0,0,0,0,0,0,0
"WBGene00037512__Cni-tag-243",68,98,98,14,22,22,116,251,93,68,120,122
"WBGene00037511__Cni-ppat-1",70,70,76,30,6,30,4,31,30,0,0,36
"WBGene00037510__Cni-T04A8.6",187,404,200,323,276,338,429,408,280,264,210,132
"WBGene00037509__Cni-T04A8.8",566,568,360,288,343,296,394,266,256,152,206,230
"WBGene00037508__Cni-T04A8.7",546,854,594,360,414,478,534,362,394,435,400,436
"WBGene00037507__Cni-dnj-18",110,166,114,50,98,56,102,46,72,104,26,20
"WBGene00037505__Cni-clp-2",204,294,182,164,91,100,263,230,295,154,270,26
"WBGene00037504__Cni-mrpl-16",337,564,328,184,271,304,212,210,152,226,156,158
"WBGene00037503__Cni-tag-189",267,358,258,332,186,374,166,246,164,144,92,82
"WBGene00037502__Cni-T04A8.18",124,244,142,72,64,18,108,112,116,162,56,50
"WBGene00037501__Cni-him-18",131,250,110,32,40,58,78,87,104,102,54,0
"WBGene00037500__Cni-emb-5",1635,1316,1286,753,445,442,671,1289,718,704,1368,530
"WBGene00037499__Cni-acy-1",266,136,150,108,115,142,204,222,150,276,196,94
"WBGene00037498__Cni-F17C8.3",60,36,21,70,102,32,76,68,78,60,50,64
"WBGene00037497__Cni-F17C8.9",28,68,104,22,6,2,6,14,20,22,44,2
"WBGene00037496__Cni-ras-2",354,446,354,475,407,424,585,340,378,731,740,256
"WBGene00037495__Cni-dhhc-5",341,464,178,130,76,110,66,32,38,42,250,36
"WBGene00037494__Cni-col-89",0,0,8,0,4,0,28,74,20,4,32,16
"WBGene00037493__Cni-rps-0",9133,12352,7948,9882,11741,9883,11549,13331,10086,9626,8162,7603
"WBGene00037492__Cni-rbg-3",260,146,114,102,98,34,106,196,162,130,282,95
"WBGene00037491__Cnig_chr_III.g10132",22944,28117,22328,16051,19320,18402,8860,9422,6857,16395,11269,11309
"WBGene00037490__Cni-B0393.3",90,180,88,152,56,76,95,210,110,98,76,62
"WBGene00037489__Cni-B0393.4",2923,3211,2430,969,1029,1026,729,1014,595,922,672,448
"WBGene00037488__Cnig_chr_III.g10136",63,44,44,0,0,10,14,12,8,14,0,0
"WBGene00037487__Cni-B0393.7",12,0,0,0,12,0,4,18,0,12,0,0
"WBGene00270544__Cni-B0393.9",42,84,28,14,16,36,50,92,38,62,0,0
"WBGene00037486__Cni-B0393.6",50,18,38,60,83,36,86,89,144,94,222,86
"WBGene00037485__Cnig_chr_III.g10140",16,0,0,64,92,109,44,108,66,66,94,22
"WBGene00037483__Cnig_chr_III.g10142",366,422,504,256,144,156,422,412,329,208,80,198
"WBGene00037482__Cni-tag-325",220,251,168,310,171,152,442,450,245,364,490,174
"WBGene00037481__Cni-C38D4.9",64,34,12,54,56,22,74,48,30,52,38,30
"WBGene00037480__Cni-pal-1",10,38,4,21,0,12,16,0,26,16,62,2
"WBGene00037479__Cni-C38D4.7",422,730,356,184,197,329,118,139,130,140,262,26
"WBGene00037478__Cni-arl-6",2,6,22,0,12,10,28,0,6,40,136,2
"WBGene00037477__Cnig_chr_III.g10148",1,8,0,6,0,0,0,14,0,0,0,0
"WBGene00037476__Cnig_chr_III.g10149",46,14,56,6,0,49,0,0,0,28,46,0
"WBGene00037475__Cni-F26A1.9",0,12,24,0,8,0,10,8,0,0,0,0
"WBGene00037475__Cnig_chr_III.g10151",0,12,24,0,8,0,10,8,0,0,0,0
"WBGene00037475__Cnig_chr_III.g10152",0,12,24,0,8,0,10,8,0,0,0,0
"WBGene00037473__Cnig_chr_III.g10153",597,664,362,300,432,631,255,202,98,315,242,352
"WBGene00037472__Cnig_chr_III.g10154",14,20,0,0,13,10,18,0,10,0,0,0
"WBGene00037470__Cnig_chr_III.g10157",0,0,0,4,0,0,0,0,0,0,0,0
"WBGene00037469__Cnig_chr_III.g10158",156,364,78,6,12,0,0,0,0,0,0,0
"WBGene00037468__Cnig_chr_III.g10159",136,196,206,18,28,20,0,0,0,38,0,0
"WBGene00037467__Cnig_chr_III.g10160",683,760,1073,2,64,68,0,2,0,20,54,0
"WBGene00037466__Cni-F26A1.13",86,160,98,40,78,72,102,88,88,32,56,26
"WBGene00037465__Cni-F26A1.1",32,100,46,18,56,46,60,40,72,38,74,42
"WBGene00037464__Cni-ced-4",148,122,152,54,40,77,106,96,56,88,28,16
"WBGene00037463__Cni-C35D10.8",244,316,316,242,202,256,106,90,104,176,46,140
"WBGene00037462__Cni-C35D10.7",171,212,178,32,24,68,24,30,16,20,0,16
"WBGene00037461__Cni-C35D10.6",95,230,100,42,10,38,52,26,26,24,0,14
"WBGene00037461__Cni-C35D10.10",95,230,100,42,10,38,52,26,26,24,0,14
"WBGene00037458__Cni-coq-8",732,592,450,293,391,224,295,302,318,291,341,186
"WBGene00271083__Cni-C35D10.17",124,156,158,159,100,104,180,210,206,72,74,30
"WBGene00037456__Cnig_chr_III.g10076",17,46,2,91,20,27,43,28,28,114,188,95
"WBGene00037455__Cni-C35D10.12",6,36,16,6,14,42,26,17,34,72,42,12
"WBGene00037454__Cnig_chr_III.g10173",700,784,491,638,554,695,256,175,270,367,398,305
"WBGene00037453__Cni-hdl-2",665,802,683,532,365,423,268,264,194,462,422,239
"WBGene00037452__Cni-C35D10.13",18,34,42,41,19,38,22,45,46,50,76,18
"WBGene00037451__Cni-arx-6",154,218,150,182,132,270,212,156,162,266,314,320
"WBGene00037450__Cni-C35D10.1",588,706,414,338,398,375,423,326,256,484,461,384
"WBGene00037449__Cnig_chr_III.g10179",437,379,180,42,72,102,130,204,102,53,0,24
"WBGene00037448__Cni-F26F4.6",108,96,70,68,14,40,54,144,68,52,48,18
"WBGene00037447__Cni-nhl-2",540,520,486,327,146,152,1056,1567,762,955,2006,829
"WBGene00037446__Cni-tag-340",380,554,226,222,180,240,361,359,262,522,587,124
"WBGene00036416__Cni-col-8",7949,11566,3038,6693,8576,6902,11895,6934,7416,5053,5443,5291
"WBGene00036418__Cni-lgc-38",96,104,84,32,12,28,24,30,4,38,64,18
"WBGene00036419__Cnig_chr_III.g10202",240,208,86,0,0,30,34,46,52,14,94,20
"WBGene00036420__Cni-C06E8.5",4,4,18,0,8,0,38,36,2,0,0,0
"WBGene00036421__Cni-rfl-1",260,340,260,232,312,310,265,320,178,268,325,190
"WBGene00036422__Cni-cyk-1",548,538,566,163,146,195,548,768,414,683,1085,365
"WBGene00087335__Cni-R01H2.7",61,112,36,10,78,90,106,32,28,94,126,26
"WBGene00087336__Cnig_chr_III.g10207",14,0,0,0,0,0,0,0,0,0,0,0
"WBGene00036425__Cni-ger-1",178,306,159,236,184,190,124,106,173,206,358,96
"WBGene00036426__Cni-ubc-18",1246,1278,672,885,900,659,730,880,532,744,584,584
"WBGene00271086__Cni-R01H2.8",0,0,0,0,0,10,16,20,8,8,0,0
"WBGene00036427__Cni-tmem-17",0,6,0,0,0,0,4,0,0,0,0,0
"WBGene00036428__Cni-lin-37",78,184,114,38,42,50,132,188,48,66,0,48
"WBGene00036429__Cni-ZK418.5",137,272,196,196,182,162,150,170,194,192,158,138
"WBGene00036430__Cnig_chr_III.g10215",24,6,18,18,0,20,38,14,10,14,70,0
"WBGene00036431__Cnig_chr_III.g10216",62,31,36,40,4,38,129,54,62,116,70,14
"WBGene00036432__Cni-tofu-7",236,300,158,80,123,142,150,149,135,108,92,60
"WBGene00036433__Cni-ZK418.9",534,540,440,397,458,444,473,451,318,411,306,325
"WBGene00036434__Cni-pcf-11",286,372,266,214,104,44,207,554,162,352,431,230
"WBGene00036435__Cni-R144.13",32,30,46,44,57,70,90,32,60,110,40,14
"WBGene00036440__Cni-R144.11",158,120,84,172,126,40,117,66,98,93,100,58
"WBGene00270534__Cnig_chr_III.g10232",198,202,122,90,80,48,64,66,28,66,40,24
"WBGene00036441__Cnig_chr_III.g10233",82,78,106,4,18,12,42,54,10,22,54,34
"WBGene00036442__Cni-R144.5",177,146,88,38,40,12,86,36,54,122,0,18
"WBGene00036443__Cni-C27F2.8",1501,1042,1039,684,425,483,982,1192,727,1384,2581,772
"WBGene00036444__Cni-C27F2.1",62,44,46,78,28,116,20,42,64,74,168,20
"WBGene00036447__Cni-K04C2.7",90,114,90,6,2,0,34,10,6,14,0,24
"WBGene00036448__Cni-K04C2.3",74,160,86,140,88,78,218,242,160,222,334,138
"WBGene00036449__Cni-K04C2.8",138,98,200,134,90,86,32,90,90,42,58,104
"WBGene00036451__Cni-cra-1",390,518,476,464,308,338,256,256,292,240,296,188
"WBGene00036452__Cni-sma-3",106,114,56,42,16,98,119,154,124,153,118,40
"WBGene00036453__Cni-clec-158",144,258,228,340,356,360,6,24,10,16,16,0
"WBGene00036454__Cni-zak-1",122,136,138,54,52,58,74,127,100,68,142,42
"WBGene00036459__Cni-F28F5.6",52,94,11,28,30,32,2,16,34,40,42,16
"WBGene00087343__Cnig_chr_III.g10257",24,0,0,8,0,0,14,20,10,0,6,0
"WBGene00036460__Cni-lim-8",173,123,88,268,215,175,230,453,333,390,516,336
"WBGene00270512__Cni-R05H11.2",0,0,0,10,0,0,0,0,8,12,44,0
"WBGene00036462__Cni-R05H11.1",85,126,86,54,4,26,74,52,12,62,0,48
"WBGene00036463__Cni-dig-1",1737,1506,780,180,67,26,534,767,427,1568,2378,884
"WBGene00087345__Cni-K07E12.2",120,134,150,4,24,10,18,16,6,0,44,14
"WBGene00036465__Cni-odr-4",202,274,190,86,104,116,172,194,180,156,223,129
"WBGene00036466__Cni-Y102E9.5",108,98,80,40,5,1,14,82,28,66,152,0
"WBGene00036466__Cni-Y102E9.2",108,98,80,40,5,1,14,82,28,66,152,0
"WBGene00036468__Cni-F37A4.1",648,1004,490,426,513,614,330,360,362,378,250,200
"WBGene00036469__Cni-F37A4.2",108,150,4,120,78,135,68,94,154,30,0,106
"WBGene00036470__Cni-bath-41",268,274,285,260,256,233,184,117,194,144,100,58
"WBGene00036471__Cni-F37A4.3",76,62,12,0,0,0,0,12,8,0,0,0
"WBGene00271785__Cnig_chr_III.g10274",168,242,230,76,22,55,33,110,24,80,10,46
"WBGene00036472__Cnig_chr_III.g10276",1025,1151,684,258,142,230,94,48,61,124,80,72
"WBGene00036474__Cni-F10E9.11",28,62,84,28,48,50,82,12,58,36,42,36
"WBGene00036475__Cni-isw-1",1087,1228,962,626,536,502,868,824,706,672,620,534
"WBGene00036475__Cni-F37A4.6",1087,1228,962,626,536,502,868,824,706,672,620,534
"WBGene00036475__Cnig_chr_III.g10281",1087,1228,962,626,536,502,868,824,706,672,620,534
"WBGene00036477__Cni-rbf-1",459,318,414,152,166,86,152,688,354,432,498,172
"WBGene00036477__Cnig_chr_III.g10283",459,318,414,152,166,86,152,688,354,432,498,172
"WBGene00036479__Cnig_chr_III.g10277",0,0,0,152,209,271,92,151,68,136,54,71
"WBGene00036480__Cni-pdfr-1",86,200,144,122,43,72,185,224,135,214,226,122
"WBGene00036481__Cni-ZK418.10",0,14,0,0,0,0,2,0,0,0,0,0
"WBGene00036482__Cni-nhr-9",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00036483__Cni-ZK418.11",0,0,0,0,0,0,0,6,0,0,0,0
"WBGene00036484__Cni-odd-1",62,72,26,0,14,0,0,12,4,6,0,0
"WBGene00036485__Cnig_chr_III.g10292",2233,2636,1971,140,104,145,52,70,71,80,156,56
"WBGene00036486__Cni-B0280.7",14,14,26,4,6,14,0,8,0,0,0,0
"WBGene00036487__Cni-nhr-10",106,150,104,84,98,84,98,226,174,218,128,106
"WBGene00036489__Cni-rpia-1",148,234,224,216,244,211,218,230,164,222,64,198
"WBGene00036490__Cnig_chr_III.g10297",24326,30546,22952,24058,36231,29152,7676,6977,5145,17154,11162,13709
"WBGene00036491__Cnig_chr_III.g10298",1665,2060,1013,1194,1084,1226,452,272,412,746,646,524
"WBGene00036492__Cnig_chr_III.g10303",72,30,26,80,20,76,62,34,28,102,160,26
"WBGene00036493__Cnig_chr_III.g10308",24,128,30,30,8,12,86,50,28,36,0,0
"WBGene00036493__Cnig_chr_III.g10309",24,128,30,30,8,12,86,50,28,36,0,0
"WBGene00036494__Cni-ggtb-1",147,187,185,97,138,198,307,331,236,266,388,261
"WBGene00036494__Cni-B0280.17",147,187,185,97,138,198,307,331,236,266,388,261
"WBGene00036497__Cni-ogt-1",1358,1714,1224,381,443,330,1394,1368,1222,1137,2127,744
"WBGene00036498__Cni-nuo-4",3070,4192,2803,2118,2271,2487,2161,2124,1750,2148,1550,1276
"WBGene00036499__Cni-rnp-7",378,630,339,344,316,266,434,483,434,510,328,368
"WBGene00036500__Cni-K04G7.11",258,336,284,114,118,191,236,232,232,262,80,176
"WBGene00036501__Cni-K04G7.1",76,118,92,80,26,96,72,54,80,132,206,42
"WBGene00036502__Cnig_chr_III.g10338",446,611,423,179,284,210,293,414,363,270,88,302
"WBGene00036502__Cni-F37C12.14",446,611,423,179,284,210,293,414,363,270,88,302
"WBGene00036503__Cni-F37C12.10",18,42,18,4,10,26,18,12,10,22,42,0
"WBGene00036504__Cni-rps-21",3993,5530,2795,5103,6118,5198,6060,6152,3843,4904,4592,3612
"WBGene00036505__Cni-mec-14",0,0,0,0,30,10,0,0,0,14,0,0
"WBGene00087349__Cnig_chr_III.g10343",454,400,208,0,0,0,2,0,0,0,0,0
"WBGene00036506__Cni-exos-9",168,292,238,164,252,232,323,463,398,228,422,152
"WBGene00036507__Cni-pfd-5",260,352,210,459,471,467,471,580,415,452,614,466
"WBGene00036508__Cni-dpy-31",492,502,624,192,154,385,562,340,510,1187,1652,774
"WBGene00036510__Cni-R151.2",1231,1463,969,869,1084,782,828,1146,805,976,867,464
"WBGene00036511__Cni-R151.1",78,84,42,34,6,26,44,66,40,58,0,30
"WBGene00036513__Cni-ZC262.2",128,162,91,60,126,62,82,190,130,138,0,60
"WBGene00270546__Cni-mrps-18A",196,283,186,156,210,176,150,144,128,114,122,86
"WBGene00036516__Cni-F10E9.12",0,2,8,0,0,2,4,48,20,6,46,0
"WBGene00087352__Cni-F10E9.10",0,22,0,0,0,0,10,0,0,0,0,0
"WBGene00036519__Cni-F37C12.18",304,356,306,232,184,352,54,84,18,174,36,32
"WBGene00087353__Cnig_chr_III.g10358",126,210,124,118,102,168,186,260,94,213,217,87
"WBGene00087355__Cnig_chr_III.g10360",0,0,0,0,0,0,0,0,24,0,0,0
"WBGene00270539__Cnig_chr_III.g10363",10,32,14,0,0,0,96,132,62,84,84,58
"WBGene00036522__Cni-F10E9.3",84,92,78,35,6,17,50,148,66,78,116,50
"WBGene00036523__Cni-F10E9.4",124,142,74,22,48,42,105,64,71,120,134,68
"WBGene00036524__Cni-F10E9.7",28,66,54,32,20,42,68,10,40,24,28,0
"WBGene00036528__Cni-clec-160",441,628,359,280,402,434,400,328,338,524,650,508
"WBGene00302996__Cni-F09G8.10",16,0,0,22,0,0,8,0,3,22,0,0
"WBGene00036531__Cni-crn-7",80,54,66,38,26,22,22,62,64,68,24,0
"WBGene00036532__Cni-F09G8.7",152,120,152,158,124,389,172,222,182,164,380,172
"WBGene00036537__Cni-C02F5.14",10,104,68,36,22,54,32,22,38,66,82,28
"WBGene00036538__Cni-henn-1",115,208,90,292,234,308,360,272,230,224,240,222
"WBGene00036539__Cni-fbxl-1",544,449,501,201,122,326,736,799,680,651,920,476
"WBGene00036540__Cni-rfs-1",38,10,0,4,12,0,10,24,0,0,0,0
"WBGene00036541__Cni-C30A5.3",597,858,578,533,580,596,413,375,433,442,886,175
"WBGene00036542__Cni-unc-86",6,22,0,0,7,0,5,0,0,24,0,6
"WBGene00036543__Cnig_chr_III.g10414",0,2,2,0,0,3,0,0,0,0,0,0
"WBGene00036543__Cnig_chr_III.g10415",0,2,2,0,0,3,0,0,0,0,0,0
"WBGene00036546__Cni-unc-36",164,256,152,251,158,186,306,344,246,476,508,240
"WBGene00036547__Cni-C50C3.1",460,578,386,124,187,194,197,238,200,112,58,128
"WBGene00036548__Cni-C50C3.2",2141,2190,2059,1409,1032,1162,1247,1407,1357,1018,1113,802
"WBGene00036551__Cnig_chr_III.g10424",770,856,660,318,265,303,622,612,510,458,169,142
"WBGene00036552__Cnig_chr_III.g10425",64,62,105,6,4,18,16,6,2,2,0,10
"WBGene00036553__Cni-atg-13",226,308,186,66,86,124,242,234,260,248,392,84
"WBGene00036554__Cni-D2007.2",10,48,34,16,54,20,46,80,30,38,200,32
"WBGene00036555__Cni-mrpl-18",132,188,56,102,138,56,74,80,110,56,24,162
"WBGene00036556__Cni-C14B9.8",286,326,174,144,73,32,188,248,194,276,256,160
"WBGene00036558__Cnig_chr_III.g10433",58,68,74,0,0,0,0,0,0,0,0,0
"WBGene00036559__Cnig_chr_III.g10434",342,436,150,290,194,226,268,376,245,411,324,330
"WBGene00036560__Cni-C14B9.2",598,588,408,565,526,393,417,428,332,646,716,352
"WBGene00036561__Cni-rpl-21",4559,6305,4265,5141,6193,5536,6210,7586,5497,4709,5052,3861
"WBGene00036562__Cni-gei-8",1092,974,717,360,176,222,461,455,410,594,554,300
"WBGene00036563__Cni-C14B9.3",42,68,44,0,12,6,6,6,18,0,0,0
"WBGene00087370__Cnig_chr_III.g10439",134,142,122,2,72,68,12,36,22,28,0,16
"WBGene00030859__Cni-K06H7.1",0,14,16,12,8,8,40,64,20,40,56,0
"WBGene00030858__Cnig_chr_III.g10442",76,66,30,68,0,28,48,88,36,44,0,4
"WBGene00030857__Cnig_chr_III.g10443",2452,3094,1551,1598,1221,1778,743,786,600,1056,768,1022
"WBGene00030856__Cni-toh-1",160,106,104,122,134,62,281,16,122,118,432,154
"WBGene00030855__Cni-xbx-5",18,54,36,8,8,0,26,38,0,16,8,0
"WBGene00030854__Cni-mtm-3",1320,1507,1464,439,498,526,1085,1366,909,1706,2168,1274
"WBGene00030851__Cni-acy-3",276,136,156,178,56,126,258,382,170,314,784,158
"WBGene00030849__Cni-lec-4",1757,2038,1347,937,1073,1032,2171,2107,1802,2795,3940,2720
"WBGene00030848__Cni-spe-44",1813,1738,1309,784,668,724,545,650,464,698,428,438
"WBGene00030847__Cni-C44F1.1",36,61,58,16,16,22,56,54,38,30,112,20
"WBGene00087374__Cni-alkb-8",110,182,68,68,46,62,165,256,103,58,38,24
"WBGene00030837__Cni-dph-1",94,106,100,38,34,34,62,152,100,98,0,40
"WBGene00030836__Cni-wdr-5.1",110,106,220,31,58,31,122,104,98,132,52,64
"WBGene00030834__Cni-C14B1.2",61,152,104,8,20,8,41,62,38,12,28,8
"WBGene00030833__Cni-pdi-1",7495,8880,4996,4616,4873,4773,3014,3555,2706,4234,4480,2986
"WBGene00030832__Cni-cyn-9",142,72,58,72,95,46,52,88,67,58,36,42
"WBGene00271092__Cnig_chr_III.g10479",78,84,44,56,14,74,64,80,46,46,96,32
"WBGene00031279__Cni-npr-15",28,2,42,20,2,0,30,16,8,4,14,10
"WBGene00031280__Cni-C46F11.6",242,274,201,80,70,94,112,154,94,160,226,180
"WBGene00031280__Cni-pitp-1",242,274,201,80,70,94,112,154,94,160,226,180
"WBGene00031282__Cni-C54C6.6",106,76,34,26,50,88,52,22,42,54,54,44
"WBGene00031283__Cnig_chr_III.g10484",2900,4108,3199,1736,2656,2239,1573,1786,1318,2056,1395,1644
"WBGene00087288__Cnig_chr_III.g10487",52,50,24,18,18,4,6,12,0,26,40,18
"WBGene00031284__Cni-C54C6.5",44,50,8,10,16,18,32,20,24,0,164,20
"WBGene00031286__Cni-nhr-6",48,50,14,44,8,56,112,114,62,64,36,32
"WBGene00031287__Cni-C48D5.3",0,0,0,0,0,1,0,6,0,0,0,0
"WBGene00031288__Cni-sel-8",365,630,327,239,156,194,580,602,498,602,656,318
"WBGene00031292__Cni-mrps-31",175,198,268,150,171,148,310,346,267,114,68,84
"WBGene00031293__Cni-rilp-1",256,374,184,126,172,112,254,444,384,420,607,414
"WBGene00031294__Cni-unc-93",50,116,50,48,22,26,54,48,22,82,38,16
"WBGene00031295__Cni-madf-8",28,44,26,6,42,32,38,8,22,20,0,16
"WBGene00031295__Cni-gsr-1",28,44,26,6,42,32,38,8,22,20,0,16
"WBGene00031297__Cni-C46F11.5",471,575,478,264,204,228,332,308,354,458,356,238
"WBGene00031298__Cni-C46F11.4",298,304,368,132,76,118,134,328,202,146,300,106
"WBGene00031299__Cni-hmit-1.3",606,715,290,86,74,152,274,133,218,380,386,120
"WBGene00031300__Cni-mrpl-35",246,330,198,110,230,212,96,170,78,118,198,158
"WBGene00031301__Cni-M01F1.4",1270,1248,1123,521,458,525,545,662,455,662,1002,408
"WBGene00270536__Cni-M01F1.3",798,1172,720,728,931,889,746,848,539,832,506,514
"WBGene00031303__Cni-rpl-16",6075,8277,5723,6323,7518,5922,6879,8712,5905,5518,3827,4201
"WBGene00031304__Cni-M01F1.8",173,228,274,46,20,22,70,160,134,66,58,50
"WBGene00031305__Cni-M01F1.9",163,186,68,190,233,160,142,166,145,164,116,70
"WBGene00031306__Cnig_chr_III.g10513",154,180,94,144,44,174,77,76,44,127,0,30
"WBGene00031309__Cnig_chr_III.g10516",0,0,0,0,0,0,0,0,0,0,0,0
"WBGene00031310__Cnig_chr_III.g10519",80,106,41,52,2,0,36,63,20,22,0,6
"WBGene00031311__Cni-C34C12.9",26,12,8,17,11,0,9,8,6,0,0,2
"WBGene00031312__Cni-rsu-1",276,464,242,258,86,188,328,416,355,506,216,222
"WBGene00031313__Cni-C34C12.4",942,1086,816,404,484,588,370,452,346,593,502,174
"WBGene00031314__Cni-pph-6",495,728,442,379,382,240,390,630,328,372,594,288
"WBGene00031316__Cni-spe-41",929,1087,938,590,447,626,441,384,364,332,272,392
"WBGene00031317__Cni-nac-3",330,422,202,210,228,145,436,520,360,689,570,232
"WBGene00031318__Cnig_chr_III.g10526",66,78,40,58,64,78,136,162,126,102,286,104
"WBGene00031318__Cni-C05B5.11",66,78,40,58,64,78,136,162,126,102,286,104
"WBGene00031318__Cnig_chr_III.g10529",66,78,40,58,64,78,136,162,126,102,286,104
"WBGene00031320__Cni-unc-47",39,12,22,18,0,12,4,0,14,20,26,0
"WBGene00031321__Cni-epac-1",9,16,4,42,16,28,2,22,8,12,4,0
"WBGene00031324__Cni-T20G5.13",2,0,0,0,0,0,0,0,0,0,0,0
"WBGene00031325__Cni-T20G5.12",16,46,16,20,0,34,6,38,0,0,0,0
"WBGene00031326__Cni-chc-1",6302,5559,5195,3790,2620,2835,3751,3852,3304,4849,5544,3379
"WBGene00031327__Cni-T20G5.9",71,115,98,50,52,50,59,141,104,71,62,54
"WBGene00031328__Cni-blos-1",34,60,70,38,29,22,72,34,48,34,16,0
"WBGene00031329__Cni-best-18",332,402,127,16,54,10,20,32,24,72,62,22
"WBGene00031330__Cni-cts-1",10052,12893,8477,8242,8859,7863,7446,10088,7254,8628,7856,6038
"WBGene00031331__Cni-rde-4",493,554,416,228,278,287,291,340,276,290,270,200
"WBGene00087293__Cni-T20G5.14",121,238,51,119,124,104,58,71,51,112,43,68
"WBGene00031332__Cni-Y71H2AM.15",34,46,36,0,44,18,106,72,66,209,24,20
"WBGene00031333__Cni-pho-9",118,190,117,30,78,164,118,140,196,440,630,396
"WBGene00031334__Cni-swsn-3",348,380,304,236,234,244,364,385,311,316,392,291
"WBGene00031335__Cni-laf-1",2093,2035,1590,1604,1285,1069,1587,2044,1332,1661,1307,1002
"WBGene00031336__Cni-Y71H2AM.6",161,246,166,42,38,48,64,68,68,16,50,0
"WBGene00031336__Cni-Y71H2AM.20",161,246,166,42,38,48,64,68,68,16,50,0
"WBGene00031338__Cni-Y71H2AM.5",3373,4039,2415,3987,4238,4172,2865,3058,2362,3527,3233,2417
"WBGene00031339__Cni-Y71H2AM.4",1157,1410,667,1249,1596,1490,1134,1232,716,1241,1122,971
"WBGene00031340__Cni-tbcc-1",110,104,70,50,50,45,103,65,55,115,40,20
"WBGene00031341__Cnig_chr_III.g10554",397,164,159,195,164,150,186,236,79,230,473,184
"WBGene00031341__Cni-gpa-17",397,164,159,195,164,150,186,236,79,230,473,184
"WBGene00031341__Cni-apb-1",397,164,159,195,164,150,186,236,79,230,473,184
"WBGene00031343__Cni-mdt-19",86,113,78,152,139,244,176,315,134,130,72,132
"WBGene00031345__Cni-ppfr-4",199,234,144,98,128,182,270,361,247,186,390,224
"WBGene00031346__Cni-Y71H2B.2",262,426,311,218,256,286,476,442,364,203,76,230
"WBGene00031347__Cnig_chr_III.g10563",2,50,0,38,10,44,14,16,14,56,38,36
"WBGene00031348__Cni-zmp-2",48,24,28,48,0,20,4,36,6,4,0,30
"WBGene00031349__Cnig_chr_III.g10567",36442,40372,32070,39820,39788,35651,13450,11164,8669,26561,19341,24346
"WBGene00031352__Cni-pbo-1",231,189,102,124,98,232,135,405,231,290,394,152
"WBGene00031352__Cni-Y71H2AL.2",231,189,102,124,98,232,135,405,231,290,394,152
"WBGene00031353__Cni-Y71H2AM.9",326,452,236,110,113,245,95,243,143,182,172,230
"WBGene00031354__Cni-set-27",227,216,276,237,174,128,224,264,234,242,258,150
"WBGene00031355__Cni-Y71H2AM.10",113,68,116,26,14,28,32,59,28,52,26,65
"WBGene00031356__Cni-Y71H2AM.11",346,611,472,276,280,484,382,351,364,402,196,270
"WBGene00031357__Cni-cosa-1",246,349,267,6,40,19,64,80,16,58,28,52
"WBGene00087295__Cni-Y71H2AM.12",24,20,32,10,26,56,28,22,6,27,62,30
"WBGene00031358__Cni-Y71H2AM.13",528,924,848,264,178,378,692,1050,716,552,821,376
"WBGene00031359__Cnig_chr_III.g10580",1009,1542,1142,1010,1006,1006,445,573,266,724,291,440
"WBGene00031360__Cni-Y54F10AR.1",820,930,734,738,630,405,670,677,548,652,592,478
"WBGene00031361__Cni-Y54F10AR.2",70,146,124,68,92,98,146,118,108,58,124,86
"WBGene00031362__Cni-nhr-239",0,4,14,0,6,0,0,0,2,0,0,0
"WBGene00031363__Cni-feh-1",44,55,40,44,18,26,92,52,52,102,84,6
"WBGene00031365__Cni-ceh-44",1056,1163,690,720,634,922,692,809,658,674,1042,543
"WBGene00031367__Cnig_chr_III.g10593",608,526,334,174,182,164,264,412,242,399,510,232
"WBGene00031368__Cnig_chr_III.g10594",12,1,22,0,0,0,30,18,18,6,0,0
