"","Cni.Cbr.x","Cbr.ZZY10330_h1","Cni.ZZY10330_h1","cis_trans.x","inheritance.x","logFC.ZZY10330.vs.Cbr","logFC.ZZY10330.vs.Cni","logFC.species.x","position.x","chromosome.x","introgression.x","Inheritance_sum.x","cis_trans_sum.x","Cni.Cbr.y","Cbr.ZZY10307_h2","Cni.ZZY10307_h2","cis_trans.y","inheritance.y","logFC.ZZY10307.vs.Cbr","logFC.ZZY10307.vs.Cni","logFC.species.y","position.y","chromosome.y","introgression.y","Inheritance_sum.y","cis_trans_sum.y"
"WBGene00036502__Cnig_chr_III.g10338",-1,-1,0,"no effect","C. nigoni dominant",-1.69396476009022,-0.393190238830059,-1.2405210377892,8666991,"III","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-0.976452176116567,0.259387350284877,-1.2405210377892,8666991,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036503__Cni-F37C12.10",0,0,0,"conserved","no change",-0.25809353789713,0.0186795400540507,-0.228087507070444,8667915,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.860149509254208,1.08175002390326,-0.228087507070444,8667915,"III","C. nigoni background","No change","Conserved"
"WBGene00036504__Cni-rps-21",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.296527635612138,-0.714555072996442,1.06753900012239,8669991,"III","C. nigoni background","Cbr dominant","trans-only",1,1,-1,"C. briggsae partial trans down","additive down",0.611264276196448,-0.466582626921964,1.06753900012239,8669991,"III","C. nigoni background","Additive","cis-trans"
"WBGene00036506__Cni-exos-9",0,0,0,"conserved","no change",0.224329419002458,-0.0702510241609578,0.346733760999336,8679508,"III","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",0.844755915793377,0.488627819931399,0.346733760999336,8679508,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036507__Cni-pfd-5",1,1,0,"no effect","C. nigoni dominant",1.1365804067597,-0.251823522491326,1.44305994831784,8681462,"III","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",1.11321679425159,-0.340200760277629,1.44305994831784,8681462,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036508__Cni-dpy-31",0,1,1,"compensatory trans up","overdominant",1.40103700838549,1.7121774025404,-0.26666968217381,8686813,"III","C. nigoni background","Overdominant","Compensatory",0,0,0,"conserved","no change",0.11871370721412,0.371626437988153,-0.26666968217381,8686813,"III","C. nigoni background","No change","Conserved"
"WBGene00036510__Cni-R151.2",0,-1,-1,"compensatory trans down","underdominant",-0.645728349920238,-0.768168896114824,0.176312855557323,8698481,"III","C. nigoni background","Underdominant","Compensatory",0,0,0,"conserved","no change",-0.243777941962254,-0.429880626387545,0.176312855557323,8698481,"III","C. nigoni background","No change","Conserved"
"WBGene00036511__Cni-R151.1",0,0,0,"conserved","no change",-0.759163199341224,-0.143512535815565,-0.557046110013276,8711344,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.0119216443840176,0.530459900726521,-0.557046110013276,8711344,"III","C. nigoni background","No change","Conserved"
"WBGene00036513__Cni-ZC262.2",0,0,0,"conserved","no change",-0.401350792157736,-0.816296038657482,0.473052410598992,8715083,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.604473071714579,0.122413667548841,0.473052410598992,8715083,"III","C. nigoni background","No change","Conserved"
"WBGene00036516__Cni-F10E9.12",0,1,1,"compensatory trans up","overdominant",4.54775363763279,2.18805702580781,2.39447042877972,8721201,"III","C. nigoni background","Overdominant","Compensatory",0,1,1,"compensatory trans up","overdominant",4.85034006176771,2.40668810482654,2.39447042877972,8721201,"III","C. nigoni background","Overdominant","Compensatory"
"WBGene00036519__Cni-F37C12.18",0,-1,-1,"compensatory trans down","underdominant",-1.75685052340712,-2.22963142779781,0.525684708354188,8728875,"III","C. nigoni background","Underdominant","Compensatory",0,-1,-1,"compensatory trans down","underdominant",-2.32839430536353,-2.86696768651475,0.525684708354188,8728875,"III","C. nigoni background","Underdominant","Compensatory"
"WBGene00036522__Cni-F10E9.3",0,0,0,"conserved","no change",0.461285741189252,1.11482147235544,-0.604134558438737,8745892,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.73854333536109,1.33019735262045,-0.604134558438737,8745892,"III","C. nigoni background","No change","Conserved"
"WBGene00036523__Cni-F10E9.4",0,0,0,"conserved","no change",0.322836884959381,0.280166861951418,0.0966892577852598,8748819,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.327856703349023,0.220973845160036,0.0966892577852598,8748819,"III","C. nigoni background","No change","Conserved"
"WBGene00036524__Cni-F10E9.7",0,0,0,"conserved","no change",-1.88519818670088,-1.9697474552729,0.125338315449847,8750800,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.402741913748962,-0.538023733339717,0.125338315449847,8750800,"III","C. nigoni background","No change","Conserved"
"WBGene00036528__Cni-clec-160",0,1,0,"ambiguous","ambiguous",0.676578821952666,0.149848535144287,0.58056912678832,8783491,"III","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-0.00633121960297687,-0.596612419477054,0.58056912678832,8783491,"III","C. nigoni background","No change","Conserved"
"WBGene00036531__Cni-crn-7",0,0,0,"conserved","no change",0.0273189210280794,1.18599497379693,-1.1117124333149,8787798,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.948662049981573,0.149435847191742,-1.1117124333149,8787798,"III","C. nigoni background","No change","Conserved"
"WBGene00036532__Cni-F09G8.7",0,0,0,"conserved","no change",0.785907097720041,-0.26139487174452,1.08992235575957,8789914,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.593362611404866,-0.512524708697089,1.08992235575957,8789914,"III","C. nigoni background","No change","Conserved"
"WBGene00036537__Cni-C02F5.14",0,0,0,"conserved","no change",1.15705071911977,0.466714911183451,0.748323720420819,8834896,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.0444877002743811,-0.713502995594528,0.748323720420819,8834896,"III","C. nigoni background","No change","Conserved"
"WBGene00036538__Cni-henn-1",-1,0,0,"ambiguous","ambiguous",-1.111155897134,1.16525395008433,-2.22381906198814,8838351,"III","C. nigoni background","Ambiguous","Ambiguous",-1,0,0,"ambiguous","ambiguous",-0.967138317769879,1.25117435689767,-2.22381906198814,8838351,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036539__Cni-fbxl-1",0,0,1,"ambiguous","ambiguous",0.50380169340129,1.16748327545036,-0.616649258057185,8839567,"III","C. nigoni background","Ambiguous","Ambiguous",0,1,1,"compensatory trans up","overdominant",0.653575929135398,1.25570872951398,-0.616649258057185,8839567,"III","C. nigoni background","Overdominant","Compensatory"
"WBGene00036540__Cni-rfs-1",0,0,0,"conserved","no change",1.5038105210024,1.30274014235097,0.258459866319799,8842504,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.829667673414442,0.560691533123625,0.258459866319799,8842504,"III","C. nigoni background","No change","Conserved"
"WBGene00036541__Cni-C30A5.3",1,0,0,"ambiguous","ambiguous",-0.298488447443886,-0.874351832854723,0.624818748204921,8844681,"III","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.208338643088694,-0.843104239776926,0.624818748204921,8844681,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00036543__Cnig_chr_III.g10415",1,1,-1,"C. briggsae partial trans down","additive down",8.66042038190734,-0.841094775780871,9.55721802855926,8870725,"III","C. nigoni background","Additive","cis-trans",1,1,-1,"C. briggsae partial trans down","additive down",7.79055278784309,-1.77645637077295,9.55721802855926,8870725,"III","C. nigoni background","Additive","cis-trans"
"WBGene00036546__Cni-unc-36",0,1,0,"ambiguous","ambiguous",1.4126256412301,0.713906941513492,0.753386763451755,8873791,"III","C. nigoni background","Ambiguous","Ambiguous",0,1,0,"ambiguous","ambiguous",1.02599122740185,0.261778423280615,0.753386763451755,8873791,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036547__Cni-C50C3.1",-1,-1,0,"no effect","C. nigoni dominant",-1.97246918544011,-1.07135846191631,-0.843239659389462,8882708,"III","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-0.959852207257955,-0.126756664633652,-0.843239659389462,8882708,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036548__Cni-C50C3.2",0,-1,-1,"compensatory trans down","underdominant",-0.82814897939548,-0.674116844077499,-0.0992313713749164,8884684,"III","C. nigoni background","Underdominant","Compensatory",0,0,0,"conserved","no change",-0.307308792937784,-0.219334771802412,-0.0992313713749164,8884684,"III","C. nigoni background","No change","Conserved"
"WBGene00036551__Cnig_chr_III.g10424",-1,-1,0,"no effect","C. nigoni dominant",-1.34478793929319,-0.632585988345181,-0.658950841704585,8924861,"III","C. nigoni background","Cni dominant","No change",-1,0,0,"ambiguous","ambiguous",-0.116798319225722,0.530643621407162,-0.658950841704585,8924861,"III","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036552__Cnig_chr_III.g10425",-1,0,0,"ambiguous","ambiguous",-2.8708354595027,-0.820778858669524,-1.97548655344665,8927340,"III","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-4.11899475797565,-2.14802799654126,-1.97548655344665,8927340,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036553__Cni-atg-13",0,0,0,"conserved","no change",-0.254104204711153,0.405437652556195,-0.61320377829475,8931995,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.24264443395936,0.845339305964754,-0.61320377829475,8931995,"III","C. nigoni background","No change","Conserved"
"WBGene00036554__Cni-D2007.2",0,0,0,"conserved","no change",1.73469355729239,0.704537006604234,1.08314858522722,8935428,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",1.0927383739754,0.00116018260849387,1.08314858522722,8935428,"III","C. nigoni background","No change","Conserved"
"WBGene00036555__Cni-mrpl-18",0,0,0,"conserved","no change",0.323731593977487,-0.653608216375354,1.04319772311127,8944477,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.469230550086317,-0.58093291584066,1.04319772311127,8944477,"III","C. nigoni background","No change","Conserved"
"WBGene00036556__Cni-C14B9.8",1,1,0,"no effect","C. nigoni dominant",2.04814137154217,0.3588036163754,1.74675761641864,8945486,"III","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.26238546822592,0.50675123640689,1.74675761641864,8945486,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036559__Cnig_chr_III.g10434",0,0,0,"conserved","no change",0.493614543962022,0.197764301366898,0.352679783750079,8958205,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.291675810479202,-0.0716062141355759,0.352679783750079,8958205,"III","C. nigoni background","No change","Conserved"
"WBGene00036560__Cni-C14B9.2",1,0,0,"ambiguous","ambiguous",0.436067289932869,-0.308097390283254,0.799034712928928,8960751,"III","C. nigoni background","Ambiguous","Ambiguous",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",-0.0486467662327349,-0.857653439439915,0.799034712928928,8960751,"III","C. nigoni background","Cbr dominant","trans-only"
"WBGene00036561__Cni-rpl-21",1,0,-1,"C. briggsae directional trans down","C. briggsae dominant down",0.056576582812426,-0.68422012614832,0.796158075282564,8965784,"III","C. nigoni background","Cbr dominant","trans-only",1,1,0,"no effect","C. nigoni dominant",0.582005364702065,-0.224304891480363,0.796158075282564,8965784,"III","C. nigoni background","Cni dominant","No change"
"WBGene00036562__Cni-gei-8",0,0,0,"conserved","no change",-0.144142098300851,0.523316616335357,-0.613493831968569,8972112,"III","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.325616936355746,0.276166757753042,-0.613493831968569,8972112,"III","C. nigoni background","No change","Conserved"
"WBGene00036563__Cni-C14B9.3",0,-1,0,"ambiguous","ambiguous",-6.97730103309352,-4.46723470623563,-2.45935437277493,8982360,"III","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-2.06556514621587,0.399268419657861,-2.45935437277493,8982360,"III","C. nigoni background","No change","Conserved"
"WBGene00036566__Cni-clc-2",0,0,0,"conserved","no change",0.925198138507722,0.814280772300062,0.165517872577583,13754102,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-0.60471177354576,-0.782498718867925,0.165517872577583,13754102,"X","C. nigoni background","No change","Conserved"
"WBGene00036567__Cni-clc-5",0,0,0,"conserved","no change",-0.187341370518826,0.622903309261487,-0.75266661018724,13755542,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.399996079384373,1.14585973984085,-0.75266661018724,13755542,"X","C. nigoni background","No change","Conserved"
"WBGene00036568__Cni-C01C10.2",0,0,0,"conserved","no change",0.550617259256249,0.131410000522881,0.466294586223194,13758006,"X","C. nigoni background","No change","Conserved",0,1,0,"ambiguous","ambiguous",1.22304292850252,0.742458170900268,0.466294586223194,13758006,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036569__Cni-acl-12",1,1,0,"no effect","C. nigoni dominant",1.39788811008227,-0.0767933150177995,1.53045875087302,13760583,"X","C. nigoni background","Cni dominant","No change",1,1,0,"no effect","C. nigoni dominant",2.09838603675409,0.556039710683324,1.53045875087302,13760583,"X","C. nigoni background","Cni dominant","No change"
"WBGene00036570__Cni-sox-2",0,0,0,"conserved","no change",-0.832118163023254,0.225684671666806,-0.996868148096732,13776891,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",-1.18543958027545,-0.198862315987994,-0.996868148096732,13776891,"X","C. nigoni background","No change","Conserved"
"WBGene00036571__Cni-coh-1",0,0,0,"conserved","no change",1.08013926613081,1.36876389976047,-0.243441231576509,13784169,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",0.10922839888406,0.341159563506864,-0.243441231576509,13784169,"X","C. nigoni background","No change","Conserved"
"WBGene00036572__Cnig_chr_X.g24784",0,1,1,"compensatory trans up","overdominant",0.810728906080868,1.00769426735186,-0.143510282124578,13795644,"X","C. nigoni background","Overdominant","Compensatory",0,1,1,"compensatory trans up","overdominant",0.804951455230679,0.938162972263638,-0.143510282124578,13795644,"X","C. nigoni background","Overdominant","Compensatory"
"WBGene00036573__Cnig_chr_X.g24785",0,0,0,"conserved","no change",-1.0958941519629,-2.7349180968716,1.69341266332123,13798119,"X","C. nigoni background","No change","Conserved",0,0,0,"conserved","no change",2.1857743160591,0.485722988489773,1.69341266332123,13798119,"X","C. nigoni background","No change","Conserved"
"WBGene00036574__Cni-F48E3.2",0,-1,0,"ambiguous","ambiguous",-2.38272717848717,-1.83150818741593,-0.503299218857441,13805741,"X","C. nigoni background","Ambiguous","Ambiguous",0,0,0,"conserved","no change",-0.831362120838484,-0.335839953772719,-0.503299218857441,13805741,"X","C. nigoni background","No change","Conserved"
"WBGene00036574__Cni-gly-12",-1,0,0,"ambiguous","ambiguous",-0.245006106815078,1.01407894133534,-1.20700262388748,13803107,"X","C. nigoni background","Ambiguous","Ambiguous",-1,0,0,"ambiguous","ambiguous",-1.03584797787742,0.163805996412221,-1.20700262388748,13803107,"X","C. nigoni background","Ambiguous","Ambiguous"
"WBGene00036576__Cni-F48E3.4",-1,-1,0,"no effect","C. nigoni dominant",-1.76877244381035,0.886364506959881,-2.60965489860915,13808391,"X","C. nigoni background","Cni dominant","No change",-1,-1,0,"no effect","C. nigoni dominant",-1.68818609127229,0.911278965419092,-2.60965489860915,13808391,"X","C. nigoni background","Cni dominant","No change"
"WBGene00036577__Cni-uggt-1",-1,0,0,"ambiguous","ambiguous",-0.599883679854727,0.820566073341293,-1.36302266902691,13810157,"X","C. nigoni background","Ambiguous","Ambiguous",-1,-1,0,"no effect","C. nigoni dominant",-1.01270120161973,0.341020829199448,-1.36302266902691,13810157,"X","C. nigoni background","Cni dominant","No change"
